A1YK02	Analysis	1
A1Z6D7	Analysis	1
A1Z6R4	GO	0004867	serine-type endopeptidase inhibitor activity	IEA	Function
A1Z6R8	Analysis	1
A1Z6R8	GO	0016787	hydrolase activity	IEA	Function
A1Z6R8	GO	0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	IEA	Function
A1Z6R8	GO	0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	IEA	Function
A1Z6R8	GO	0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	IEA	Function
A1Z6V2	Analysis	1
A1Z6W3	Analysis	1
A1Z6W3	GO	0007275	multicellular organismal development	IEA	Process
A1Z6W3	GO	0008270	zinc ion binding	IEA	Function
A1Z6W3	GO	0016020	membrane	IEA	Component
A1Z6W3	GO	0005886	plasma membrane	IEA	Component
A1Z6W3	GO	0046872	metal ion binding	IEA	Function
A1Z6W3	GO	0001736	establishment of planar polarity	TAS	Process
A1Z6W3	GO	0001736	establishment of planar polarity	TAS	Process
A1Z6W3	GO	0045185	maintenance of protein location	TAS	Process
A1Z6W3	GO	0045184	establishment of protein localization	TAS	Process
A1Z6W3	GO	0042067	establishment of ommatidial polarity	IMP	Process
A1Z6W3	GO	0001737	establishment of imaginal disc-derived wing hair orientation	TAS	Process
A1Z6W3	GO	0001738	morphogenesis of a polarized epithelium	IMP	Process
A1Z6W3	GO	0005515	protein binding	NAS	Function
A1Z6W3	GO	0005737	cytoplasm	TAS	Component
A1Z6W3	GO	0007163	establishment or maintenance of cell polarity	IMP	Process
A1Z6W3	GO	0008104	protein localization	TAS	Process
A1Z6W3	GO	0016020	membrane	NAS	Component
A1Z6W3	GO	0001736	establishment of planar polarity	IMP	Process
A1Z6W3	GO	0005886	plasma membrane	IDA	Component
A1Z6W3	GO	0007164	establishment of tissue polarity	IMP	Process
A1Z6W3	GO	0009948	anterior/posterior axis specification	IMP	Process
A1Z6W3	GO	0005515	protein binding	IPI	Function
A1Z6W3	GO	0005515	protein binding	IPI	Function
A1Z6W3	GO	0008270	zinc ion binding	IEA	Function
A1Z6W3	GO	0008270	zinc ion binding	IEA	Function
A1Z6W5	Analysis	1
A1Z6W5	GO	0007254	JNK cascade	IGI	Process
A1Z6W5	GO	0005634	nucleus	IDA	Component
A1Z6W6	Analysis	1
A1Z6Y8	Analysis	1
A1Z6Y8	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Y8	GO	0005506	iron ion binding	IEA	Function
A1Z6Y8	GO	0005506	iron ion binding	IEA	Function
A1Z6Y8	GO	0046872	metal ion binding	IEA	Function
A1Z6Y8	GO	0006665	sphingolipid metabolic process	IEA	Process
A1Z6Y8	GO	0020037	heme binding	IEA	Function
A1Z6Y8	GO	0055114	oxidation reduction	IEA	Process
A1Z6Y8	GO	0005783	endoplasmic reticulum	IEA	Component
A1Z6Y8	GO	0020037	heme binding	IEA	Function
A1Z6Z4	Analysis	1
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z4	GO	0004030	aldehyde dehydrogenase [NAD(P)+] activity	IEA	Function
A1Z6Z4	GO	0008152	metabolic process	IEA	Process
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0008152	metabolic process	IEA	Process
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0008152	metabolic process	IEA	Process
A1Z6Z4	GO	0006081	cellular aldehyde metabolic process	IEA	Process
A1Z6Z4	GO	0004030	aldehyde dehydrogenase [NAD(P)+] activity	IEA	Function
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z4	GO	0008152	metabolic process	IEA	Process
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z4	GO	0055114	oxidation reduction	IEA	Process
A1Z6Z4	GO	0008152	metabolic process	IEA	Process
A1Z6Z4	GO	0016491	oxidoreductase activity	IEA	Function
A1Z6Z9	Analysis	1
A1Z6Z9	GO	0005524	ATP binding	IEA	Function
A1Z6Z9	GO	0016459	myosin complex	IEA	Component
A1Z6Z9	GO	0005515	protein binding	IEA	Function
A1Z6Z9	GO	0005524	ATP binding	IEA	Function
A1Z6Z9	GO	0051015	actin filament binding	IEA	Function
A1Z6Z9	GO	0003774	motor activity	IEA	Function
A1Z6Z9	GO	0003774	motor activity	IEA	Function
A1Z6Z9	GO	0003779	actin binding	IDA	Function
A1Z6Z9	GO	0005524	ATP binding	IDA	Function
A1Z6Z9	GO	0007291	sperm individualization	IMP	Process
A1Z6Z9	GO	0008595	determination of anterior/posterior axis, embryo	IMP	Process
A1Z6Z9	GO	0048477	oogenesis	IMP	Process
A1Z6Z9	GO	0032027	myosin light chain binding	IPI	Function
A1Z6Z9	GO	0032027	myosin light chain binding	IPI	Function
A1Z6Z9	GO	0045856	positive regulation of pole plasm oskar mRNA localization	IMP	Process
A1Z6Z9	GO	0042052	rhabdomere development	IMP	Process
A1Z6Z9	GO	0030898	actin-dependent ATPase activity	IDA	Function
A1Z6Z9	GO	0000166	nucleotide binding	IEA	Function
A1Z6Z9	GO	0003774	motor activity	IEA	Function
A1Z6Z9	GO	0005524	ATP binding	IEA	Function
A1Z6Z9	GO	0016459	myosin complex	IEA	Component
A1Z6Z9	GO	0042624	ATPase activity, uncoupled	IEA	Function
A1Z700	Analysis	1
A1Z700	GO	0042624	ATPase activity, uncoupled	IEA	Function
A1Z700	GO	0000166	nucleotide binding	IEA	Function
A1Z700	GO	0003774	motor activity	IEA	Function
A1Z700	GO	0005524	ATP binding	IEA	Function
A1Z700	GO	0016459	myosin complex	IEA	Component
A1Z700	GO	0003774	motor activity	IEA	Function
A1Z700	GO	0005524	ATP binding	IEA	Function
A1Z700	GO	0003779	actin binding	IDA	Function
A1Z700	GO	0005515	protein binding	IEA	Function
A1Z700	GO	0007291	sperm individualization	IMP	Process
A1Z700	GO	0008595	determination of anterior/posterior axis, embryo	IMP	Process
A1Z700	GO	0030898	actin-dependent ATPase activity	IDA	Function
A1Z700	GO	0032027	myosin light chain binding	IPI	Function
A1Z700	GO	0032027	myosin light chain binding	IPI	Function
A1Z700	GO	0042052	rhabdomere development	IMP	Process
A1Z700	GO	0045856	positive regulation of pole plasm oskar mRNA localization	IMP	Process
A1Z700	GO	0048477	oogenesis	IMP	Process
A1Z700	GO	0005524	ATP binding	IDA	Function
A1Z700	GO	0005524	ATP binding	IEA	Function
A1Z700	GO	0016459	myosin complex	IEA	Component
A1Z700	GO	0003774	motor activity	IEA	Function
A1Z700	GO	0051015	actin filament binding	IEA	Function
A1Z714	Analysis	1
A1Z714	GO	0007520	myoblast fusion	TAS	Process
A1Z714	GO	0007519	skeletal muscle tissue development	TAS	Process
A1Z714	GO	0007520	myoblast fusion	TAS	Process
A1Z714	GO	0007520	myoblast fusion	TAS	Process
A1Z714	GO	0005737	cytoplasm	IDA	Component
A1Z714	GO	0005737	cytoplasm	NAS	Component
A1Z714	GO	0007498	mesoderm development	IEP	Process
A1Z714	GO	0007520	myoblast fusion	IMP	Process
A1Z714	GO	0007520	myoblast fusion	IMP	Process
A1Z714	GO	0007520	myoblast fusion	IMP	Process
A1Z714	GO	0007520	myoblast fusion	IMP	Process
A1Z721	Analysis	1
A1Z721	GO	0002121	inter-male aggressive behavior	IMP	Process
A1Z739	Analysis	1
A1Z739	GO	0016747	transferase activity, transferring acyl groups other than amino-acyl groups	IEA	Function
A1Z745	Analysis	1
A1Z757	Analysis	1
A1Z757	GO	0003904	deoxyribodipyrimidine photo-lyase activity	IEA	Function
A1Z757	GO	0016829	lyase activity	IEA	Function
A1Z757	GO	0006281	DNA repair	IEA	Process
A1Z757	GO	0003913	DNA photolyase activity	IEA	Function
A1Z757	GO	0003913	DNA photolyase activity	IEA	Function
A1Z757	GO	0003904	deoxyribodipyrimidine photo-lyase activity	IEA	Function
A1Z757	GO	0006281	DNA repair	IEA	Process
A1Z757	GO	0006281	DNA repair	IEA	Process
A1Z759	Analysis	1
A1Z7C1	Analysis	1
A1Z7C1	GO	0030983	mismatched DNA binding	IEA	Function
A1Z7C1	GO	0030983	mismatched DNA binding	IEA	Function
A1Z7C1	GO	0006298	mismatch repair	IEA	Process
A1Z7C1	GO	0005524	ATP binding	IEA	Function
A1Z7C1	GO	0005634	nucleus	IEA	Component
A1Z7C1	GO	0005524	ATP binding	IEA	Function
A1Z7C1	GO	0006298	mismatch repair	IEA	Process
A1Z7C1	GO	0006298	mismatch repair	IEA	Process
A1Z7C1	GO	0005524	ATP binding	IEA	Function
A1Z7C7	Analysis	1
A1Z7D6	Analysis	1
A1Z7E8	Analysis	1
A1Z7E8	GO	0005975	carbohydrate metabolic process	IEA	Process
A1Z7E8	GO	0003824	catalytic activity	IEA	Function
A1Z7E8	GO	0005975	carbohydrate metabolic process	IEA	Process
A1Z7E8	GO	0005975	carbohydrate metabolic process	IEA	Process
A1Z7E8	GO	0003824	catalytic activity	IEA	Function
A1Z7E8	GO	0043169	cation binding	IEA	Function
A1Z7E8	GO	0008152	metabolic process	IEA	Process
A1Z7E8	GO	0016798	hydrolase activity, acting on glycosyl bonds	IEA	Function
A1Z7E8	GO	0016787	hydrolase activity	IEA	Function
A1Z7E8	GO	0004558	alpha-glucosidase activity	IEA	Function
A1Z7E8	GO	0043169	cation binding	IEA	Function
A1Z7E8	GO	0043169	cation binding	IEA	Function
A1Z7E8	GO	0003824	catalytic activity	IEA	Function
A1Z7F9	Analysis	1
A1Z7F9	GO	0009055	electron carrier activity	IEA	Function
A1Z7F9	GO	0004497	monooxygenase activity	IEA	Function
A1Z7F9	GO	0020037	heme binding	IEA	Function
A1Z7F9	GO	0005506	iron ion binding	IEA	Function
A1Z7G6	Analysis	1
A1Z7G6	GO	0007165	signal transduction	IEA	Process
A1Z7G6	GO	0005102	receptor binding	IEA	Function
A1Z7G6	GO	0007165	signal transduction	IEA	Process
A1Z7G6	GO	0005615	extracellular space	IEA	Component
A1Z7G6	GO	0005102	receptor binding	IEA	Function
A1Z7I1	Analysis	1
A1Z7I1	GO	0016021	integral to membrane	IEA	Component
A1Z7I1	GO	0055085	transmembrane transport	IEA	Process
A1Z7I1	GO	0016020	membrane	IEA	Component
A1Z7I1	GO	0016021	integral to membrane	IEA	Component
A1Z7J1	Analysis	1
A1Z7J1	GO	0016021	integral to membrane	IEA	Component
A1Z7J1	GO	0016020	membrane	IEA	Component
A1Z7J1	GO	0005886	plasma membrane	IDA	Component
A1Z7J1	GO	0007157	heterophilic cell adhesion	IMP	Process
A1Z7J1	GO	0007520	myoblast fusion	TAS	Process
A1Z7J1	GO	0007523	larval visceral muscle development	IMP	Process
A1Z7J1	GO	0007520	myoblast fusion	IMP	Process
A1Z7J1	GO	0007520	myoblast fusion	TAS	Process
A1Z7J1	GO	0007520	myoblast fusion	IMP	Process
A1Z7J1	GO	0007514	garland cell differentiation	IMP	Process
A1Z7J6	Analysis	1
A1Z7J6	GO	0005795	Golgi stack	IDA	Component
A1Z7J6	GO	0005783	endoplasmic reticulum	IDA	Component
A1Z7J6	GO	0030134	ER to Golgi transport vesicle	TAS	Component
A1Z7K8	Analysis	1
A1Z7K8	GO	0000049	tRNA binding	IEA	Function
A1Z7K9	Analysis	1
A1Z7K9	GO	0003676	nucleic acid binding	IEA	Function
A1Z7K9	GO	0004527	exonuclease activity	IEA	Function
A1Z7K9	GO	0004221	ubiquitin thiolesterase activity	IEA	Function
A1Z7K9	GO	0006511	ubiquitin-dependent protein catabolic process	IEA	Process
A1Z7K9	GO	0005622	intracellular	IEA	Component
A1Z7K9	GO	0016787	hydrolase activity	IEA	Function
A1Z7K9	GO	0004535	poly(A)-specific ribonuclease activity	IEA	Function
A1Z7K9	GO	0004221	ubiquitin thiolesterase activity	IEA	Function
A1Z7K9	GO	0000289	nuclear-transcribed mRNA poly(A) tail shortening	IGI	Process
A1Z7L1	Analysis	1
A1Z7L6	Analysis	1
A1Z7L8	Analysis	1
A1Z7L8	GO	0005524	ATP binding	IEA	Function
A1Z7L8	GO	0004674	protein serine/threonine kinase activity	IEA	Function
A1Z7L8	GO	0006468	protein amino acid phosphorylation	IEA	Process
A1Z7L8	GO	0006468	protein amino acid phosphorylation	IEA	Process
A1Z7L8	GO	0016020	membrane	IEA	Component
A1Z7L8	GO	0004672	protein kinase activity	IEA	Function
A1Z7L8	GO	0004672	protein kinase activity	IEA	Function
A1Z7L8	GO	0005524	ATP binding	IEA	Function
A1Z7L8	GO	0016020	membrane	IEA	Component
A1Z7L8	GO	0004675	transmembrane receptor protein serine/threonine kinase activity	IEA	Function
A1Z7L8	GO	0004675	transmembrane receptor protein serine/threonine kinase activity	IEA	Function
A1Z7L8	GO	0006468	protein amino acid phosphorylation	IEA	Process
A1Z7L8	GO	0006468	protein amino acid phosphorylation	IEA	Process
A1Z7L8	GO	0005024	transforming growth factor beta receptor activity	IEA	Function
A1Z7L8	GO	0006468	protein amino acid phosphorylation	IEA	Process
A1Z7L8	GO	0005524	ATP binding	IEA	Function
A1Z7L8	GO	0004672	protein kinase activity	IEA	Function
A1Z7L8	GO	0005524	ATP binding	IEA	Function
A1Z7L8	GO	0004703	G-protein coupled receptor kinase activity	IEA	Function
A1Z7L8	GO	0000166	nucleotide binding	IEA	Function
A1Z7L8	GO	0016740	transferase activity	IEA	Function
A1Z7L8	GO	0005524	ATP binding	IEA	Function
A1Z7L8	GO	0004674	protein serine/threonine kinase activity	IEA	Function
A1Z7L8	GO	0048179	activin receptor complex	IPI	Component
A1Z7L8	GO	0048185	activin binding	IDA	Function
A1Z7L8	GO	0032924	activin receptor signaling pathway	IDA	Process
A1Z7L8	GO	0016319	mushroom body development	IMP	Process
A1Z7L8	GO	0007476	imaginal disc-derived wing morphogenesis	IMP	Process
A1Z7L8	GO	0007455	eye-antennal disc morphogenesis	IGI	Process
A1Z7L8	GO	0007411	axon guidance	IMP	Process
A1Z7L8	GO	0007411	axon guidance	IMP	Process
A1Z7L8	GO	0007405	neuroblast proliferation	IMP	Process
A1Z7L8	GO	0007346	regulation of mitotic cell cycle	IMP	Process
A1Z7L8	GO	0006468	protein amino acid phosphorylation	NAS	Process
A1Z7L8	GO	0004672	protein kinase activity	NAS	Function
A1Z7L8	GO	0048813	dendrite morphogenesis	NAS	Process
A1Z7L8	GO	0048666	neuron development	IMP	Process
A1Z7L8	GO	0040018	positive regulation of multicellular organism growth	TAS	Process
A1Z7M0	Analysis	1
A1Z7M3	Analysis	1
A1Z7M3	GO	0008236	serine-type peptidase activity	IEA	Function
A1Z7M3	GO	0008233	peptidase activity	IEA	Function
A1Z7M3	GO	0016787	hydrolase activity	IEA	Function
A1Z7M3	GO	0003824	catalytic activity	IEA	Function
A1Z7M3	GO	0004252	serine-type endopeptidase activity	IEA	Function
A1Z7M3	GO	0004252	serine-type endopeptidase activity	IEA	Function
A1Z7M3	GO	0006508	proteolysis	IEA	Process
A1Z7M3	GO	0006508	proteolysis	IEA	Process
A1Z7M3	GO	0006508	proteolysis	IEA	Process
A1Z7M3	GO	0006508	proteolysis	NAS	Process
A1Z7M3	GO	0004252	serine-type endopeptidase activity	NAS	Function
A1Z7M3	GO	0004252	serine-type endopeptidase activity	IEA	Function
A1Z7N6	Analysis	1
A1Z7N9	Analysis	1
A1Z7N9	GO	0001736	establishment of planar polarity	IEP	Process
A1Z7N9	GO	0001736	establishment of planar polarity	TAS	Process
A1Z7N9	GO	0001736	establishment of planar polarity	TAS	Process
A1Z7N9	GO	0001736	establishment of planar polarity	TAS	Process
A1Z7N9	GO	0042067	establishment of ommatidial polarity	IMP	Process
A1Z7N9	GO	0001738	morphogenesis of a polarized epithelium	IMP	Process
A1Z7N9	GO	0005886	plasma membrane	IMP	Component
A1Z7N9	GO	0042067	establishment of ommatidial polarity	IGI	Process
A1Z7N9	GO	0001736	establishment of planar polarity	TAS	Process
A1Z7N9	GO	0016021	integral to membrane	IEA	Component
A1Z7N9	GO	0005515	protein binding	IPI	Function
A1Z7N9	GO	0007275	multicellular organismal development	IEA	Process
A1Z7P9	Analysis	1
A1Z7P9	GO	0030261	chromosome condensation	IMP	Process
A1Z7P9	GO	0046426	negative regulation of JAK-STAT cascade	NAS	Process
A1Z7P9	GO	0007446	imaginal disc growth	TAS	Process
A1Z7P9	GO	0051276	chromosome organization	TAS	Process
A1Z7P9	GO	0051276	chromosome organization	IMP	Process
A1Z7P9	GO	0048749	compound eye development	TAS	Process
A1Z7P9	GO	0048749	compound eye development	IMP	Process
A1Z7P9	GO	0005737	cytoplasm	TAS	Component
A1Z7P9	GO	0005737	cytoplasm	IDA	Component
A1Z7P9	GO	0005700	polytene chromosome	IDA	Component
A1Z7P9	GO	0005654	nucleoplasm	IDA	Component
A1Z7P9	GO	0005652	nuclear lamina	IDA	Component
A1Z7P9	GO	0005634	nucleus	TAS	Component
A1Z7P9	GO	0005634	nucleus	IDA	Component
A1Z7P9	GO	0046425	regulation of JAK-STAT cascade	TAS	Process
A1Z7P9	GO	0042176	regulation of protein catabolic process	TAS	Process
A1Z7P9	GO	0035012	polytene chromosome, telomeric region	IDA	Component
A1Z7P9	GO	0030097	hemopoiesis	TAS	Process
A1Z7P9	GO	0008270	zinc ion binding	IEA	Function
A1Z7P9	GO	0003676	nucleic acid binding	IEA	Function
A1Z7Q1	Analysis	1
A1Z7Q1	GO	0005634	nucleus	IDA	Component
A1Z7Q1	GO	0005634	nucleus	TAS	Component
A1Z7Q1	GO	0051276	chromosome organization	TAS	Process
A1Z7Q1	GO	0051276	chromosome organization	IMP	Process
A1Z7Q1	GO	0005652	nuclear lamina	IDA	Component
A1Z7Q1	GO	0005654	nucleoplasm	IDA	Component
A1Z7Q1	GO	0005700	polytene chromosome	IDA	Component
A1Z7Q1	GO	0005737	cytoplasm	IDA	Component
A1Z7Q1	GO	0005737	cytoplasm	TAS	Component
A1Z7Q1	GO	0007446	imaginal disc growth	TAS	Process
A1Z7Q1	GO	0030097	hemopoiesis	TAS	Process
A1Z7Q1	GO	0030261	chromosome condensation	IMP	Process
A1Z7Q1	GO	0035012	polytene chromosome, telomeric region	IDA	Component
A1Z7Q1	GO	0042176	regulation of protein catabolic process	TAS	Process
A1Z7Q1	GO	0046425	regulation of JAK-STAT cascade	TAS	Process
A1Z7Q1	GO	0046426	negative regulation of JAK-STAT cascade	NAS	Process
A1Z7Q1	GO	0048749	compound eye development	IMP	Process
A1Z7Q1	GO	0048749	compound eye development	TAS	Process
A1Z7Q1	GO	0003676	nucleic acid binding	IEA	Function
A1Z7Q1	GO	0008270	zinc ion binding	IEA	Function
A1Z7Q8	Analysis	1
A1Z7Q8	GO	0016740	transferase activity	IEA	Function
A1Z7Q8	GO	0035090	maintenance of apical/basal cell polarity	IMP	Process
A1Z7Q8	GO	0034984	cellular response to DNA damage stimulus	IMP	Process
A1Z7Q8	GO	0070050	neuron homeostasis	IMP	Process
A1Z7R9	Analysis	1
A1Z7R9	GO	0008270	zinc ion binding	IEA	Function
A1Z7R9	GO	0046872	metal ion binding	IEA	Function
A1Z7R9	GO	0008270	zinc ion binding	IEA	Function
A1Z7R9	GO	0003676	nucleic acid binding	IEA	Function
A1Z7S2	Analysis	1
A1Z7S2	GO	0000166	nucleotide binding	IEA	Function
A1Z7S2	GO	0005525	GTP binding	IEA	Function
