O15455	Q9NYJ8	ophid	12609980
O15457	Q15393	ophid	-
O15460	P48634	intact	14667819
O15460-2	P48634	grid	14667819
O15467	P32302	ophid	15657099
O15479	Q9H0J4	intact	17353931
O15496	Q13018	ophid	-
O15514	B2R6L4	bind	10567706
O15519	P14866	intact	17353931
O15519-2	B4DFL0	grid	9560245
O15519-2	Q13158	bind	9326610
O15523	P33552	ophid	-
O15525	Q9Y4A8	bind	12805554
O15530	P31749	bind	15718470
O15539	P08754	ophid	9079700
O15541	P11388	ophid	-
O15551	Q9BYR0	ophid	-
O35158	P00519	mint	-
O35182	Q8NDD8	grid	15761153
O35253	O00238	grid	15761153
O35387	P49407	mint	-
O35431	P05067-4	mint	12196555
O35445	P36897	mint	15761153
O35607	P36897	grid	15761153
O35625	P49841	grid	10330403
O35716	Q93034	grid	11384984
O35718	Q66K74	mint	19027008
O35826	Q9HCM3	mint	17118363
O35845	P06400	grid	7923370
O35926	Q9UQM7	mint	12223541
O39474	Q13451	mint	16844119
O41925	P13500	intact	12419245
O43143	P61981	mint	15324660
O43147	Q2TSB6	grid	16169070
O43150	P62988	mint	17255943
O43159	P84243	intact	18485871
O43167	P23508	intact	17353931
O43172	P36897	ophid	15657099
O43184	P62993	ophid	11127814
O43189	Q15910	intact	11571280
O43237	Q08495	intact	16169070
O43242	Q9Y4K3	intact	14743216
O43252	P68104	intact	16169070
O43255	P43146	ophid	15657099
O43257	P67870	intact	14667819
O43261	Q7L5N1	intact	16169070
O43272	Q9Y3A3	ophid	-
O43281	Q96CD4	grid	16169070
O43290	P63165	intact	17000644
O43293	A8MU64	grid	12242277
O43295	Q9UKE5	intact	17043677
O43303	Q8IW35	intact	17719545
O43318	P62158	ophid	15657099
O43353	P30084	intact	17353931
O43374	Q15797	ophid	-
O43390	P61254	intact	16169070
O43395	Q9UHX1	ophid	-
O43426	P49418	ophid	10542231
O43427	P05230	ophid	15657099
O43432	Q14240-2	grid	17353931
O43463	P06400	ophid	-
O43464	Q93009	intact	16713569
O43491	P35462	ophid	15657099
O43493	Q9Y6Q5	ophid	-
O43504	Q05516	intact	16169070
O43513	O75753	grid	12584197
O43516	P06241	intact	17474147
O43521	Q07817	intact	15657099
O43521-6	P14174	intact	18677096
O43526	P62158	ophid	15657099
O43541	Q86T74	grid	12118366
O43542	O75771	ophid	15657099
O43557	Q06643	intact	10318773
O43561	Q7Z318	grid	10506192
O43566	P09471	ophid	15657099
O43570	Q13948	ophid	-
O43572	Q5T2W1	ophid	-
O43586	Q96LW2	intact	17353931
O43592	Q9BPX4	ophid	-
O43613	P21554	ophid	12690115
O43614	O43612	ophid	15657099
O43615	Q99595	ophid	-
O43617	Q86SZ2	mint	18930054
O43638	Q93062-2	grid	16189514
O43639	P54259	intact	16713569
O43660	Q86Y82	ophid	-
O43663	Q15834	intact	16189514
O43679	Q9UNZ2	ophid	-
O43681	P33552	ophid	-
O43683	O43684	bind	15525512
O43707	Q99759	intact	14743216
O43709	Q9Y478	intact	17353931
O43711	Q9BWJ5	ophid	-
O43719	O60563	ophid	-
O43736	Q9H1D9	ophid	-
O43741	Q9Y478	intact	17353931
O43745	Q6AI14	grid	12576672
O43765	Q6ZMH6	grid	16189514
O43766	Q9BUE6	ophid	-
O43768	P25205	intact	17353931
O43791	Q7Z7J5	intact	16189514
O43809	P54253	intact	16713569
O43818	O00567	ophid	-
O43819	Q99759	intact	14743216
O43823	P24385	ophid	15657099
O43889-2	B5BUH3	bind	12805554
O43909	P19174	intact	17474147
O43913	P25205	intact	15232106
O43914	Q9NZC2	ophid	-
O43915	Q86W08	ophid	15657099
O43918	Q4LE28	grid	10748110
O43924	O15182	intact	16169070
O43927	P49682	ophid	-
O43929	P33993	intact	15232106
O52147	P16333	bind	11533668
O54784	Q9UER7	intact	12917339
O54915	B6ZGU3	grid	9489701
O54918	Q07817	intact	15694340
O55170	Q13287	intact	16214168
O60216	Q9UQE7	intact	15855230
O60232	Q5SZY0	mint	16189514
O60238	P10415	intact	15657099
O60239	A1L4K2	bind	12167088
O60241	Q06547	mint	16412436
O60243	Q9NWS0	ophid	-
O60244	Q15648	ophid	-
O60256	Q6NYC1	ophid	-
O60260	Q13155	ophid	-
O60264	Q9H9Y6	intact	16514417
O60269	Q15645	intact	16189514
O60271	P05107	ophid	12606711
O60282	Q7RTQ9	ophid	-
O60285	P01877	intact	17353931
O60291	Q99816	intact	-
O60315	Q7L5N1	intact	16169070
O60333	P68104	intact	16169070
O60333-3	Q12959	intact	12097473
O60341	Q9P0W2-2	grid	12032298
O60343	Q9ULA0	intact	17353931
O60346	P22314	ophid	-
O60353	A8KAM5	grid	10347172
O60437	Q9UMD9	ophid	-
O60443	P21246	intact	15657099
O60443-2	P21246	grid	16169070
O60488	P62877	ophid	-
O60493	P23508	intact	17353931
O60494	P02768	ophid	15657099
O60496	Q92835	ophid	-
O60500	O14936	grid	15331416
O60504	Q13191	grid	16189514
O60506	Q14103-3	intact	12674497
O60518	Q15796	mint	15231748
O60519	Q17R89	ophid	-
O60524	P11586	ophid	-
O60543	Q05516	intact	16169070
O60566	O43264	intact	15824131
O60595	P42701	ophid	-
O60603	Q15399	ophid	-
O60641	P19174	ophid	-
O60645	P40227	ophid	-
O60671	Q6SJ96	ophid	-
O60671-2	O60921	grid	9872989
O60675	P35638	bind	12805554
O60683	P50542	ophid	-
O60684	Q13868	ophid	-
O60701	Q9Y6K8	intact	16169070
O60716	Q96RT1	ophid	11821434
O60732	P78358	intact	17137291
O60739	P34897	intact	17353931
O60749	P06213	ophid	-
O60763	Q8IVB5	ophid	-
O60826	Q9BSM7	ophid	-
O60828	Q9UKR5	intact	16169070
O60830	Q8N1C8	ophid	-
O60831	O60664	mint	15757671
O60832	Q9Y399	ophid	-
O60844	O43765	intact	16189514
O60861	P05388	mint	16055720
O60869	P62158	ophid	15657099
O60870	Q9BRD0	ophid	-
O60879-2	P49450	bind	15085137
O60884	Q96GM8	intact	16169070
O60896	O15218	ophid	-
O60921	Q6LET3	grid	17353931
O60934	O96017	mint	11438675
O60936	Q96G05	intact	16189514
O60941	P30101	ophid	15657099
O70239	O14640	mppi	10330181
O70302	Q9Y478	mint	18480843
O70566	Q96RU3	mint	-
O75056	P21741	ophid	15657099
O75093	P54259	intact	16713569
O75100	P25205	ophid	-
O75146	Q00610	ophid	-
O75151	Q99962	bind	14737190
O75177	Q92793	ophid	14716005
O75182	Q05516	grid	9627120
O75190	Q9Y5J5	intact	17353931
O75293	Q9BWV0	grid	12124778
O75312	O43143	ophid	15657099
O75340	Q08379	intact	17196169
O75347	Q9Y4K3	intact	17353931
O75351	Q8WUM4	ophid	-
O75352	Q9H0J4-3	grid	17353931
O75367	Q9NQR3	grid	12419249
O75368	P00533	mint	16729043
O75369	P05556	ophid	-
O75376	P29590	ophid	15657099
O75381	P50542-3	bind	12096124
O75382	O43707	ophid	-
O75390	O75400	ophid	-
O75396	Q13190	ophid	15657099
O75400	Q14004	mint	15231748
O75410-	Q9UK45	intact	12165861
O75410-6	Q9UK45	intact	12165861
O75419	Q13416	ophid	-
O75425	P57088	ophid	-
O75436	Q13596	ophid	-
O75438	Q16718	intact	16189514
O75439	P61160	ophid	-
O75444	P05412	ophid	15657099
O75478	Q9BPX4	ophid	-
O75486	Q15542	ophid	-
O75494	P31946	mint	15324660
O75521	Q8TBY9	ophid	-
O75525	Q8N5R6	intact	16189514
O75528	P45974	intact	16189514
O75529	Q14CW9	grid	18206972
O75530	P08758	ophid	9584197
O75531	P50402	bind	11792821
O75533	P06730	ophid	-
O75534	P27986	intact	17474147
O75553	Q8IUQ4	ophid	-
O75554	Q14444	mint	15657099
O75563	Q96QH2	ophid	15657099
O75575	Q9Y535	ophid	-
O75581	Q9H6X2	intact	16564009
O75586	P49848	ophid	-
O75600	Q96KT1	ophid	15657099
O75604	Q7L4P6	intact	16189514
O75616	Q9Y4K3	ophid	-
O75631-2	O75841	grid	12475947
O75643	Q96DI7	intact	17353931
O75648	Q9Y697	ophid	-
O75663	P49674	ophid	-
O75665	P56537	ophid	-
O75674	Q92575	intact	16169070
O75676	P01100	ophid	9792677
O75688	Q13601	ophid	-
O75689	Q6ZUH1	intact	16169070
O75691	Q9Y399	ophid	-
O75694	Q9Y4K3	intact	17353931
O75717	P39748	ophid	-
O75746	Q96T60	intact	17353931
O75753	Q9P086	grid	12584197
O75771	O43543	mint	10749867
O75791	P62258	intact	16189514
O75794	Q96KM6	bind	15231748
O75807	P05198	ophid	-
O75808	Q9Y573	ophid	-
O75810	Q13548	grid	11325528
O75815	Q13200	intact	17353931
O75817	O94817	intact	17353931
O75821	P31350	ophid	-
O75822	O14775	intact	15657099
O75832	P62333	intact	17353931
O75864	Q00537	ophid	-
O75865-2	O43617	mint	18930054
O75874	Q9BXI2	ophid	-
O75886	Q13094	mint	17235283
O75909	Q53H96	ophid	15657099
O75914	Q8IW13	ophid	-
O75915	Q96HR9	ophid	-
O75925	P18031	intact	17159996
O75928	Q8TAD8	ophid	-
O75928-2	P19419	bind	15920481
O75940	P39023	intact	17353931
O75943	P40938	ophid	11907025
O75947	P40424	ophid	15657099
O75956	O14519	bind	14985111
O75962	Q9Y5J5	intact	17353931
O75969	Q5JQC9	grid	12606363
O75970	P28223	mint	11150294
O75976	P62140	ophid	-
O75995	O75396	ophid	-
O76003	Q9NYR8	ophid	-
O76011	P61981	intact	17353931
O76013	Q6IBS0	intact	17353931
O76021	P62633	intact	17353931
O76027	Q9NRX3	intact	16169070
O76031	Q9Y2S7	ophid	-
O76036	P30273	ophid	-
O76050	P05455	ophid	-
O76061	P21246	intact	16169070
O76062	P49023	bind	15163412
O76071	Q8N1F7	intact	17353931
O76080	P54727	mint	16424905
O76081	P40222	intact	17353931
O76090	P67775	grid	12058047
O76095	Q16763	intact	-
O88643	O95747	intact	14707132
O88738	O15392	intact	18329369
O88792	O14936	grid	11120739
O88904	Q9UER7	intact	12529400
O92806	P20936	bind	1512257
O92837	P09874	mint	12634384
O94759	Q14573	ophid	15657099
O94763	B2R6L4	bind	14615539
O94776	Q01826	ophid	15657099
O94779	P51693	intact	18272596
O94788	Q9Y2X8	intact	-
O94808	P61218	ophid	-
O94817	Q16543	intact	17353931
O94818	P56545-2	grid	16189514
O94826	Q9BRD5	ophid	-
O94829	Q96GM5	ophid	15657099
O94832	Q9Y5J5	intact	17353931
O94833	Q9HCM3	intact	12421765
O94833-2	Q8TDR0	intact	17043677
O94844	A8K979	ophid	-
O94864	P21246	intact	16169070
O94868	Q5M9N0-3	grid	16189514
O94875-2	O75955	bind	15128873
O94906	Q8WWY3	ophid	-
O94915	Q9Y649	grid	17353931
O94921	P24863	ophid	-
O94925	O00422	intact	17353931
O94979	Q92989	ophid	-
O94988	Q86XZ2	ophid	-
O94992	Q04206	grid	12581153
O94993	Q13145	intact	16189514
O95036	Q04206	ophid	-
O95067	P78371	ophid	-
O95071	Q96EZ8	intact	17353931
O95073	P25786	intact	19060904
O95136	Q14344	ophid	-
O95149	Q8TDF5	ophid	-
O95153	Q8N167	grid	9915832
O95154	O43488	intact	16189514
O95155	Q9H8Y5	ophid	-
O95166	P02786	ophid	11997026
O95169	Q5QP88	mint	16169070
O95171	Q9H3M7	ophid	-
O95182	Q9Y478	intact	16169070
O95197	Q8N612	intact	16189514
O95201	Q59F94	mint	16713569
O95202	P55317	ophid	15657099
O95211	Q5W142	grid	18460583
O95218	Q01081	ophid	11448987
O95219	P06213	ophid	-
O95232	A8MVX2	grid	12565863
O95239	Q9UNY4	ophid	12927788
O95243	P67870	intact	14667819
O95251	Q9P2H0	intact	15383276
O95257	Q15262	intact	15383276
O95267	P40337	intact	17353931
O95271	Q96RU3	intact	14596906
O95295	Q16891	intact	16169070
O95319	Q15365	intact	16713569
O95347	Q5VTR2	ophid	-
O95376	Q9BVJ6	intact	16169070
O95394	Q13126	ophid	15657099
O95400	O95073-2	grid	17353931
O95402-2	A0JLT2	grid	15175163
O95405	Q9ULU4	mint	15231748
O95411	Q9Y572	intact	14743216
O95433	Q13085	ophid	-
O95476	P57740	ophid	15657099
O95477	Q13158	ophid	15657099
O95478	P40926	ophid	-
O95487	P99999	ophid	-
O95490	Q9UPX8	ophid	-
O95544	O76003	intact	16189514
O95551	P63165	bind	14609633
O95571	Q04206	ophid	12398897
O95573	Q92597	intact	17220478
O95602	P52434	ophid	-
O95619	O75410	intact	11903063
O95622	Q05513	ophid	15657099
O95628	Q9ULM6	ophid	-
O95639	Q15404	ophid	-
O95670	Q16864	ophid	-
O95671	Q9GZT8	ophid	-
O95677	Q7L8J4	ophid	-
O95696	Q96KM6	bind	15231748
O95704	P00533	mint	16273093
O95707	O95059	intact	15096576
O95711	Q99467	ophid	-
O95718	Q9NWS0	ophid	-
O95721	P27449	ophid	-
O95757	P23508	intact	17353931
O95777	B4DID5	grid	15231747
O95782	Q96GM8	intact	16169070
O95817	P19174	ophid	15657099
O95831	Q15628	intact	14743216
O95832	O60885	intact	16169070
O95833	Q8TD08	grid	9880541
O95838	P62158	bind	15670850
O95841	A8K6W0	bind	15542434
O95863	Q9BYR0	ophid	-
O95870	Q92698	ophid	-
O95886	P19174	intact	17474147
O95897	Q96DV6	mint	16169070
O95900	O00291	ophid	-
O95905	Q00534	ophid	-
O95950	P29992	grid	11350939
O95967	P30281	intact	15657099
O95985	P14678	ophid	-
O95990	P08727	intact	16189514
O95994	Q9Y3C7	intact	16169070
O95999	Q14525	intact	17353931
O96004	Q59FI5	grid	14636580
O96008	P53992	ophid	-
O96011	P40855	intact	12096124
O96013	P53667	bind	15660133
O96017	P40938	ophid	-
O96019-2	P52565	grid	16169070
O96020	P24941	intact	9858585
O97758	Q5TCQ9	mint	10748157
P00338	P08238	mint	16263121
P00374	P07306	ophid	1935897
P00390	Q9P2R7	ophid	-
P00439	Q9NVV5	ophid	-
P00441	Q9UHD8	ophid	-
P00480	Q9BXI2	ophid	-
P00489	Q01105	intact	17309103
P00491	Q9BV20	ophid	-
P00505	Q9NWW3	grid	7559589
P00519	P98161	intact	17474147
P00523	P41240	intact	18614016
P00533	Q12913	intact	19167335
P00540	P06241	intact	17474147
P00558	P51530	ophid	-
P00736	P05155	ophid	-
P00738	P11215	ophid	15657099
P00747	P08697	ophid	158022
P00748	Q9NPY3	ophid	15657099
P00751	Q6U2E9	ophid	15657099
P00784	P04080	mint	2347312
P00918	Q9H8Y5	intact	16169070
P01008	P00734	ophid	15657099
P01024	P11215	ophid	15657099
P01031	P13671	ophid	15657099
P01033	O94762	intact	16169070
P01034	Q9BRD5	ophid	-
P01100	P05412	bind	8816797
P01106	O15169	mint	-
P01111	Q96DE7	ophid	-
P01112	Q9NS23	mint	10998413
P01127	P07910	ophid	-
P01130	O75553	ophid	-
P01137	Q13347	ophid	-
P01138	P08138	bind	15258592
P01189	P33032	ophid	-
P01225	P23945	ophid	-
P01241	Q99471	intact	17353931
P01266	P02743	ophid	-
P01303	P32245	ophid	12015205
P01343	P08069	bind	15604363
P01344	P06213	ophid	-
P01562	P20023	grid	1849076
P01579	P15260	intact	11250200
P01589	Q5NKV8	grid	1976256
P01730	Q9UJ43	ophid	15657099
P01732-2	Q6Q1P2	grid	1834739
P01751	P01834	mint	12552112
P01857	P31994	intact	11567028
P01889	P61769	ophid	-
P01903	P04229	mint	15657099
P01906	P01730	bind	11535811
P02340	Q99986	intact	10951572
P02452	P07996	ophid	3571333
P02458	O15335	ophid	15657099
P02462	P14780	ophid	-
P02489	O75390	ophid	-
P02511	O15514	ophid	15657099
P02647	P80108	grid	11254757
P02686	P54259	intact	16713569
P02703	P16233	mint	1522902
P02730	Q9BWU0	grid	9422766
P02735	P08572	ophid	-
P02741	P12314	ophid	15657099
P02745	P02458	ophid	-
P02746	P02747	ophid	-
P02751	P98161	ophid	-
P02763	P05121	intact	15657099
P02766	Q7L5D6	intact	16169070
P02776	Q59FG9	grid	11083865
P02787	Q9BV28	mint	16169070
P02795	Q8TE69	intact	15541360
P02814	Q14240	ophid	-
P02829	Q16543	intact	14718169
P03070	P27694	mint	8381428
P03107	Q8TAE8	mint	12482659
P03120	Q8TD31	intact	18305892
P03126	P49815	mint	15175323
P03129	P17275	mint	8617242
P03188	Q9BRK4	mint	17446270
P03203	P12814	mint	17446270
P03206	Q5JY77	mint	17446270
P03211	Q9NRD5	mint	17446270
P03219	Q9Y3Q8	mint	17446270
P03228	P12814	mint	17446270
P03230	Q9UHF1	mint	17446270
P03233	O95967	mint	17446270
P03255	Q13363	mint	7479821
P03259	Q01860	mint	11099378
P03372	Q15424	ophid	15657099
P03407	P07948	mint	15491611
P03536	Q04637	intact	12086624
P03950	B5BU94	intact	17991437
P03973	P07478	ophid	-
P03992	P01907	bind	14769912
P04004	P05121	intact	12808446
P04012	O00410	mint	12620808
P04019	P04637	mint	8207801
P04020	P06400	mint	16061792
P04049	Q8NC04	grid	11306563
P04070	P00734	ophid	15657099
P04075	Q8WUD4	ophid	-
P04118	P16233	bind	1522902
P04141	P15509	grid	7957082
P04150	P07900	ophid	-
P04150-2	Q13263-2	grid	9742105
P04156	P14136	ophid	-
P04179	P40337	intact	17353931
P04181	P00966	ophid	-
P04198	Q8N726	mint	17289033
P04226	P04233	mint	16242130
P04259	Q9UMX0	ophid	-
P04264	Q92817	ophid	-
P04278	Q5HY53	bind	15862967
P04296	Q15393	mint	15140983
P04326	O60563	mint	10944537
P04406	Q99558	intact	14743216
P04424	Q8N159	ophid	-
P04439	O15533	ophid	15657099
P04440	P20036	ophid	15657099
P04614	P08047	bind	9525578
P04626	P16333	ophid	16273093
P04628	Q59EX8	grid	11448771
P04629	P08138	ophid	15657099
P04632	Q9C099	intact	16169070
P04637	O15111	ophid	15657099
P04695	P49798	grid	9405622
P04745	Q8TAX7	intact	16203048
P04818	Q00403	ophid	-
P04843	Q6IA17	intact	16169070
P04844	P43360	intact	17353931
P04899	O15162	intact	16189514
P04908	P62805	bind	15951514
P04921	P11171	ophid	15657099
P05019	Q8N6C5	ophid	11344214
P05023	Q15628	intact	15657099
P05060	Q13885	intact	16169070
P05062	Q8NFJ9	intact	18000879
P05067	P08123	ophid	-
P05067-8	P49768	intact	15448688
P05089	P62826	ophid	-
P05090	Q5JV99	grid	17353931
P05091	Q9UKR5	intact	16169070
P05106	P07996	ophid	15657099
P05107	Q9NQ30	ophid	11544294
P05108	O15198	mint	15231748
P05109	O60285	intact	17353931
P05112	O00334	ophid	15657099
P05120	Q14653	ophid	12883638
P05121	Q5SWW9	grid	9184208
P05129	Q86UR1	intact	16713569
P05141	Q99759	intact	14743216
P05154	Q16630	ophid	-
P05161	Q5SR36	grid	17353931
P05198	Q9P1U0	ophid	-
P05204	Q6NSG7	ophid	7563062
P05230	P38646	ophid	-
P05231	Q05516	intact	16169070
P05362	P15311	ophid	9705328
P05387	Q9P015	ophid	-
P05408	O43586	intact	17353931
P05412	Q6N087	grid	8557686
P05413	P63172	ophid	15657099
P05455	Q15126	intact	17353931
P05549	P35659	ophid	15657099
P05556	P27824	ophid	15657099
P05556-	Q63HR2	mint	12606711
P05771	P61981	ophid	15657099
P05783	P00533	ophid	15657099
P05813-2	P53674	mint	17662718
